"Month","Sex","Employment_status","Main_occupation","Count"
"2937",2009 May,"Males","Part time","Clerical and Administrative Workers",31.15855526
"2938",2009 May,"Males","Part time","Community and Personal Service Workers",96.24252171
"2939",2009 May,"Males","Part time","Labourers",260.78108514
"2940",2009 May,"Males","Part time","Machinery Operators and Drivers",76.9629419
"2941",2009 May,"Males","Part time","Managers",54.579376
"2942",2009 May,"Males","Part time","Professionals",136.06678621
"2943",2009 May,"Males","Part time","Sales Workers",164.6706598
"2944",2009 May,"Males","Part time","Technicians and Trades Workers",134.23465077
"2945",2009 Aug,"Females","Full time","Clerical and Administrative Workers",592.41441441
"2946",2009 Aug,"Females","Full time","Community and Personal Service Workers",259.69016129
"2947",2009 Aug,"Females","Full time","Labourers",147.87691215
"2948",2009 Aug,"Females","Full time","Machinery Operators and Drivers",40.58572261
"2949",2009 Aug,"Females","Full time","Managers",359.67363062
"2950",2009 Aug,"Females","Full time","Professionals",796.10826164
"2951",2009 Aug,"Females","Full time","Sales Workers",305.99942643
"2952",2009 Aug,"Females","Full time","Technicians and Trades Workers",117.22348035
"2953",2009 Aug,"Females","Part time","Clerical and Administrative Workers",457.75840475
"2954",2009 Aug,"Females","Part time","Community and Personal Service Workers",430.55373308
"2955",2009 Aug,"Females","Part time","Labourers",247.2424326
"2956",2009 Aug,"Females","Part time","Machinery Operators and Drivers",19.96829343
"2957",2009 Aug,"Females","Part time","Managers",112.90276877
"2958",2009 Aug,"Females","Part time","Professionals",400.27688921
"2959",2009 Aug,"Females","Part time","Sales Workers",488.2489612
"2960",2009 Aug,"Females","Part time","Technicians and Trades Workers",96.92264961
"2961",2009 Aug,"Males","Full time","Clerical and Administrative Workers",194.91800465
"2962",2009 Aug,"Males","Full time","Community and Personal Service Workers",196.02976459
"2963",2009 Aug,"Males","Full time","Labourers",490.06987121
"2964",2009 Aug,"Males","Full time","Machinery Operators and Drivers",552.7157728
"2965",2009 Aug,"Males","Full time","Managers",873.49057384
"2966",2009 Aug,"Males","Full time","Professionals",962.01278537
"2967",2009 Aug,"Males","Full time","Sales Workers",402.99709212
"2968",2009 Aug,"Males","Full time","Technicians and Trades Workers",1205.38139342
"2969",2009 Aug,"Males","Part time","Clerical and Administrative Workers",32.17433295
"2970",2009 Aug,"Males","Part time","Community and Personal Service Workers",106.72333535
"2971",2009 Aug,"Males","Part time","Labourers",260.73500464
"2972",2009 Aug,"Males","Part time","Machinery Operators and Drivers",76.66384989
"2973",2009 Aug,"Males","Part time","Managers",55.67068002
"2974",2009 Aug,"Males","Part time","Professionals",135.12304541
"2975",2009 Aug,"Males","Part time","Sales Workers",161.87877124
"2976",2009 Aug,"Males","Part time","Technicians and Trades Workers",127.22686774
"2977",2009 Nov,"Females","Full time","Clerical and Administrative Workers",601.36547051
"2978",2009 Nov,"Females","Full time","Community and Personal Service Workers",265.27677094
"2979",2009 Nov,"Females","Full time","Labourers",158.55694167
"2980",2009 Nov,"Females","Full time","Machinery Operators and Drivers",34.31707818
"2981",2009 Nov,"Females","Full time","Managers",401.78873696
"2982",2009 Nov,"Females","Full time","Professionals",795.51084188
"2983",2009 Nov,"Females","Full time","Sales Workers",326.67104837
"2984",2009 Nov,"Females","Full time","Technicians and Trades Workers",112.18966865
"2985",2009 Nov,"Females","Part time","Clerical and Administrative Workers",457.73786474
"2986",2009 Nov,"Females","Part time","Community and Personal Service Workers",442.62952693
"2987",2009 Nov,"Females","Part time","Labourers",251.44231377
"2988",2009 Nov,"Females","Part time","Machinery Operators and Drivers",21.34492868
"2989",2009 Nov,"Females","Part time","Managers",110.71952873
"2990",2009 Nov,"Females","Part time","Professionals",395.76457246
"2991",2009 Nov,"Females","Part time","Sales Workers",474.60260467
"2992",2009 Nov,"Females","Part time","Technicians and Trades Workers",94.54281789
"2993",2009 Nov,"Males","Full time","Clerical and Administrative Workers",186.98167261
"2994",2009 Nov,"Males","Full time","Community and Personal Service Workers",201.73159924
"2995",2009 Nov,"Males","Full time","Labourers",490.42523972
"2996",2009 Nov,"Males","Full time","Machinery Operators and Drivers",537.47909274
"2997",2009 Nov,"Males","Full time","Managers",876.62120281
"2998",2009 Nov,"Males","Full time","Professionals",1007.60346233
"2999",2009 Nov,"Males","Full time","Sales Workers",396.73677904
"3000",2009 Nov,"Males","Full time","Technicians and Trades Workers",1231.3789374
"3001",2009 Nov,"Males","Part time","Clerical and Administrative Workers",35.23477595
"3002",2009 Nov,"Males","Part time","Community and Personal Service Workers",113.41145951
"3003",2009 Nov,"Males","Part time","Labourers",255.73367276
"3004",2009 Nov,"Males","Part time","Machinery Operators and Drivers",77.18460837
"3005",2009 Nov,"Males","Part time","Managers",55.21322212
"3006",2009 Nov,"Males","Part time","Professionals",128.28855038
"3007",2009 Nov,"Males","Part time","Sales Workers",168.33160694
"3008",2009 Nov,"Males","Part time","Technicians and Trades Workers",122.41493262
"3009",2010 Feb,"Females","Full time","Clerical and Administrative Workers",608.15808527
"3010",2010 Feb,"Females","Full time","Community and Personal Service Workers",277.32606006
"3011",2010 Feb,"Females","Full time","Labourers",140.80816862
"3012",2010 Feb,"Females","Full time","Machinery Operators and Drivers",37.57007785
"3013",2010 Feb,"Females","Full time","Managers",370.60576198
"3014",2010 Feb,"Females","Full time","Professionals",805.14101329
"3015",2010 Feb,"Females","Full time","Sales Workers",302.78792634
"3016",2010 Feb,"Females","Full time","Technicians and Trades Workers",127.47094617
"3017",2010 Feb,"Females","Part time","Clerical and Administrative Workers",460.96912602
"3018",2010 Feb,"Females","Part time","Community and Personal Service Workers",397.01195484
"3019",2010 Feb,"Females","Part time","Labourers",256.84914625
"3020",2010 Feb,"Females","Part time","Machinery Operators and Drivers",27.18372783
"3021",2010 Feb,"Females","Part time","Managers",113.44498712
"3022",2010 Feb,"Females","Part time","Professionals",418.90787181
"3023",2010 Feb,"Females","Part time","Sales Workers",498.83258547
"3024",2010 Feb,"Females","Part time","Technicians and Trades Workers",88.13581504
"3025",2010 Feb,"Males","Full time","Clerical and Administrative Workers",196.42430181
"3026",2010 Feb,"Males","Full time","Community and Personal Service Workers",196.25551953
"3027",2010 Feb,"Males","Full time","Labourers",498.52274261
"3028",2010 Feb,"Males","Full time","Machinery Operators and Drivers",555.65291621
"3029",2010 Feb,"Males","Full time","Managers",897.9673396
"3030",2010 Feb,"Males","Full time","Professionals",1023.75865922
"3031",2010 Feb,"Males","Full time","Sales Workers",373.35355824
"3032",2010 Feb,"Males","Full time","Technicians and Trades Workers",1254.41776749
"3033",2010 Feb,"Males","Part time","Clerical and Administrative Workers",31.16915995
"3034",2010 Feb,"Males","Part time","Community and Personal Service Workers",106.26943977
"3035",2010 Feb,"Males","Part time","Labourers",266.19423075
"3036",2010 Feb,"Males","Part time","Machinery Operators and Drivers",71.92490746
"3037",2010 Feb,"Males","Part time","Managers",58.16571938
"3038",2010 Feb,"Males","Part time","Professionals",133.68770249
"3039",2010 Feb,"Males","Part time","Sales Workers",166.51873719
"3040",2010 Feb,"Males","Part time","Technicians and Trades Workers",127.66853788
"3041",2010 May,"Females","Full time","Clerical and Administrative Workers",605.16021401
"3042",2010 May,"Females","Full time","Community and Personal Service Workers",269.01237367
"3043",2010 May,"Females","Full time","Labourers",140.09653913
"3044",2010 May,"Females","Full time","Machinery Operators and Drivers",40.29255739
"3045",2010 May,"Females","Full time","Managers",386.1609038
"3046",2010 May,"Females","Full time","Professionals",814.51572119
"3047",2010 May,"Females","Full time","Sales Workers",317.55792738
"3048",2010 May,"Females","Full time","Technicians and Trades Workers",125.2895003
"3049",2010 May,"Females","Part time","Clerical and Administrative Workers",464.63286191
"3050",2010 May,"Females","Part time","Community and Personal Service Workers",402.61500505
"3051",2010 May,"Females","Part time","Labourers",266.32331765
"3052",2010 May,"Females","Part time","Machinery Operators and Drivers",21.43800428
"3053",2010 May,"Females","Part time","Managers",115.09438632
"3054",2010 May,"Females","Part time","Professionals",426.20803997
"3055",2010 May,"Females","Part time","Sales Workers",488.77966905
"3056",2010 May,"Females","Part time","Technicians and Trades Workers",97.0545848
"3057",2010 May,"Males","Full time","Clerical and Administrative Workers",201.34354503
"3058",2010 May,"Males","Full time","Community and Personal Service Workers",187.72289817
"3059",2010 May,"Males","Full time","Labourers",490.68669531
"3060",2010 May,"Males","Full time","Machinery Operators and Drivers",565.90696772
"3061",2010 May,"Males","Full time","Managers",913.05067968
"3062",2010 May,"Males","Full time","Professionals",970.6199781
"3063",2010 May,"Males","Full time","Sales Workers",399.21335718
"3064",2010 May,"Males","Full time","Technicians and Trades Workers",1258.89386055
"3065",2010 May,"Males","Part time","Clerical and Administrative Workers",34.73667381
"3066",2010 May,"Males","Part time","Community and Personal Service Workers",119.26202103
"3067",2010 May,"Males","Part time","Labourers",252.54729389
"3068",2010 May,"Males","Part time","Machinery Operators and Drivers",81.41312305
"3069",2010 May,"Males","Part time","Managers",67.77302477
"3070",2010 May,"Males","Part time","Professionals",149.53063997
"3071",2010 May,"Males","Part time","Sales Workers",155.62912406
"3072",2010 May,"Males","Part time","Technicians and Trades Workers",128.86512066
"3073",2010 Aug,"Females","Full time","Clerical and Administrative Workers",588.0915086
"3074",2010 Aug,"Females","Full time","Community and Personal Service Workers",290.6734194
"3075",2010 Aug,"Females","Full time","Labourers",126.45748345
"3076",2010 Aug,"Females","Full time","Machinery Operators and Drivers",45.28484865
"3077",2010 Aug,"Females","Full time","Managers",368.74299922
"3078",2010 Aug,"Females","Full time","Professionals",826.76902358
"3079",2010 Aug,"Females","Full time","Sales Workers",329.36143035
"3080",2010 Aug,"Females","Full time","Technicians and Trades Workers",124.65825432
"3081",2010 Aug,"Females","Part time","Clerical and Administrative Workers",442.57950794
"3082",2010 Aug,"Females","Part time","Community and Personal Service Workers",424.13781566
"3083",2010 Aug,"Females","Part time","Labourers",240.00145036
"3084",2010 Aug,"Females","Part time","Machinery Operators and Drivers",19.79171926
"3085",2010 Aug,"Females","Part time","Managers",123.60249016
"3086",2010 Aug,"Females","Part time","Professionals",444.25980092
"3087",2010 Aug,"Females","Part time","Sales Workers",496.86901891
"3088",2010 Aug,"Females","Part time","Technicians and Trades Workers",85.55580256
"3089",2010 Aug,"Males","Full time","Clerical and Administrative Workers",200.40692877
"3090",2010 Aug,"Males","Full time","Community and Personal Service Workers",200.43928642
"3091",2010 Aug,"Males","Full time","Labourers",482.2007095
"3092",2010 Aug,"Males","Full time","Machinery Operators and Drivers",563.90701416
"3093",2010 Aug,"Males","Full time","Managers",891.11020666
"3094",2010 Aug,"Males","Full time","Professionals",980.51208974
"3095",2010 Aug,"Males","Full time","Sales Workers",405.68382823
"3096",2010 Aug,"Males","Full time","Technicians and Trades Workers",1275.61269671
"3097",2010 Aug,"Males","Part time","Clerical and Administrative Workers",33.39072691
"3098",2010 Aug,"Males","Part time","Community and Personal Service Workers",120.2623443
"3099",2010 Aug,"Males","Part time","Labourers",247.85338752
"3100",2010 Aug,"Males","Part time","Machinery Operators and Drivers",79.95561937
"3101",2010 Aug,"Males","Part time","Managers",64.58777883
"3102",2010 Aug,"Males","Part time","Professionals",146.46529897
"3103",2010 Aug,"Males","Part time","Sales Workers",167.72796528
"3104",2010 Aug,"Males","Part time","Technicians and Trades Workers",136.87047841
"3105",2010 Nov,"Females","Full time","Clerical and Administrative Workers",622.35209721
"3106",2010 Nov,"Females","Full time","Community and Personal Service Workers",306.176816
"3107",2010 Nov,"Females","Full time","Labourers",145.92621918
"3108",2010 Nov,"Females","Full time","Machinery Operators and Drivers",49.14619622
"3109",2010 Nov,"Females","Full time","Managers",363.15465965
"3110",2010 Nov,"Females","Full time","Professionals",823.82592523
"3111",2010 Nov,"Females","Full time","Sales Workers",337.39269018
"3112",2010 Nov,"Females","Full time","Technicians and Trades Workers",127.59899562
"3113",2010 Nov,"Females","Part time","Clerical and Administrative Workers",443.38443564
"3114",2010 Nov,"Females","Part time","Community and Personal Service Workers",431.83490422
"3115",2010 Nov,"Females","Part time","Labourers",240.73708402
"3116",2010 Nov,"Females","Part time","Machinery Operators and Drivers",21.70542388
"3117",2010 Nov,"Females","Part time","Managers",118.061335
"3118",2010 Nov,"Females","Part time","Professionals",428.88391667
"3119",2010 Nov,"Females","Part time","Sales Workers",515.93966649
